id	tier	category	english_cue	expression	anchor	example	sources	note
N93	response	Nuancer et comparer	limit excessive gaps	limiter les écarts excessifs	limiter les écarts excessifs	À mon avis, non, tout le monde ne devrait pas avoir exactement le même salaire dans une entreprise, même s'il faut limiter les écarts excessifs.	Education P16	Nuanced position.
N94	response	Nuancer et comparer	neither fair nor realistic	ni juste ni réaliste	ni juste ni réaliste	À mon avis, il ne serait ni juste ni réaliste de payer tout le monde au même salaire dans une entreprise.	Education P16	Strong evaluation.
N95	response	Nuancer et comparer	real differences between jobs	les différences réelles entre les postes	différences réelles entre les postes	Je pense d'abord qu'une égalité totale des salaires ne tiendrait pas compte des différences réelles entre les postes.	Education P16	Justify variation.
N96	response	Nuancer et comparer	a fundamental right	un droit fondamental	un droit fondamental	À mon avis, oui, la liberté d'expression doit avoir des limites claires, même si elle reste un droit fondamental.	Education P17	Concede importance.
N97	response	Nuancer et comparer	stop where respect begins	s'arrêter là où commence le respect	s'arrêter là où commence le respect	Ensuite, je pense que la liberté d'expression doit s'arrêter là où commence le respect de l'autre.	Education P17	Boundary formula.
N98	response	Nuancer et comparer	provided it remains one tool among others	à condition que […] reste un outil parmi d'autres	à condition qu'elle reste un outil parmi d'autres	À mon avis, la télévision peut aider l'enfant, à condition qu'elle reste un outil parmi d'autres dans son quotidien.	Education P19	Conditional frame requiring the subjunctive.
N99	response	Éducation et apprentissage	judge young people too early	juger les jeunes trop tôt	juger les jeunes trop tôt	Enfin, je pense que limiter fortement l'accès à l'université reviendrait à juger les jeunes trop tôt.	Education P20	Against early selection.
N100	response	Nuancer et comparer	neither necessary nor sufficient	ni indispensable ni suffisant	ni indispensable ni suffisant	À mon avis, oui, avoir de bonnes notes peut contribuer à la réussite dans la vie, mais ce n'est ni indispensable ni suffisant.	Education P21	Balanced stance.
N101	response	Nuancer et comparer	without fixed classes or a teacher	sans cours fixes, sans enseignant	sans cours fixes, sans enseignant	En effet, sans cours fixes, sans enseignant pour vérifier et sans groupe d'élèves pour avancer, il est très facile d'abandonner ou de se disperser.	Education P22	Use for risks of unsupported self-study.
N102	response	Nuancer et comparer	purely theoretical course	un cours uniquement théorique	un cours uniquement théorique	Au contraire, un cours uniquement théorique passe souvent au-dessus des élèves les plus jeunes.	Education P23	Contrast with visits.
N103	response	Nuancer et comparer	can no longer be defended	ne peut plus être défendu	ne peut plus être défendu	Un zoo qui continue à enfermer ses animaux dans des conditions indignes ne peut plus être défendu et doit être fermé sans hésitation.	Environnement P4	Ethical limit phrase.
N104	response	Nuancer et comparer	no longer be indispensable	ne plus rien avoir d'indispensable	n'a plus rien d'indispensable	Ensuite, je pense qu'en ville, la voiture n'a plus rien d'indispensable pour beaucoup de gens.	Environnement P5	Urban nuance phrase.
N105	response	Environnement et transports	more polluting intensive agriculture	une agriculture intensive plus polluante	une agriculture intensive plus polluante	Au contraire, une faible demande maintient la prédominance d'une agriculture intensive plus polluante.	Environnement P7	Opposes organic farming.
N106	response	Nuancer et comparer	a total and immediate ban	une interdiction totale et immédiate	une interdiction totale et immédiate	À mon avis, je suis favorable à des restrictions très fortes dans les centres-villes, voire à des interdictions ciblées, mais pas à une interdiction totale et immédiate partout.	Environnement P8	Extreme option phrase.
N107	response	Nuancer et comparer	much weaker pressure on nature	une pression bien plus faible sur la nature	une pression bien plus faible sur la nature	Au contraire, d'autres secteurs, comme les services, l'éducation, la recherche ou les énergies renouvelables, créent de l'activité économique avec une pression bien plus faible sur la nature.	Environnement P14	Lower-impact phrase.
N108	response	Environnement et transports	economy versus environment	l'opposition entre économie et environnement	l'opposition entre économie et environnement	Cela montre que l'opposition entre économie et environnement n'est pas absolue : tout dépend de ce que l'on choisit de développer.	Environnement P14	Debate-framing phrase.
N109	response	Nuancer et comparer	what they can really understand	ce qu'il peut vraiment comprendre	ce qu'il peut vraiment comprendre	Avec un jeune enfant, on peut utiliser des mots simples, des images rassurantes et expliquer seulement ce qu'il peut vraiment comprendre.	Famille P4	Use to adapt explanations to a child's level.
N110	response	Nuancer et comparer	not a permanent problem	pas un problème permanent	pas un problème permanent	Cela montre que la distance n'est pas un problème permanent, mais qu'elle pèse à certains moments précis.	Famille P5	Nuance difficulty.
N111	response	Nuancer et comparer	motivate in the short term	motiver à court terme	motiver à court terme	À mon avis, cette méthode peut motiver à court terme, mais elle n'est pas vraiment une bonne base éducative.	Famille P6	Use for temporary benefits only.
N112	response	Nuancer et comparer	demands great caution	demander beaucoup de prudence	demande beaucoup de prudence	À mon avis, non, je ne suis pas totalement d'accord : travailler en famille peut très bien fonctionner, mais cela demande beaucoup de prudence.	Famille P7	Balance benefits.
N113	response	Nuancer et comparer	no one to count on	sans personne sur qui compter	sans personne sur qui compter	À l'opposé, devoir tout gérer seul, sans personne sur qui compter, alourdit énormément le quotidien.	Famille P9	Isolation contrast.
N114	response	Nuancer et comparer	not out of understanding, but fear	non pas par compréhension, mais par peur	non pas par compréhension, mais par peur	L'enfant agit non pas par compréhension, mais par peur, et cela peut bloquer le dialogue à l'adolescence.	Famille P12	Use to contrast healthy obedience with fear.
N115	response	Nuancer et comparer	not in competition	ne pas être en concurrence	ne sont pas en concurrence	Cela montre que les deux langues ne sont pas en concurrence, mais complémentaires.	Famille P13	Frame complementarity.
N116	response	Nuancer et comparer	left to generosity alone	être laissé à la seule générosité	laissées à la seule générosité	Sans intervention publique, ces personnes seraient laissées à la seule générosité des autres, ce qui est très inégal et trop fragile.	Santé P4	Shows fragility of charity only.
N117	response	Nuancer et comparer	on the material level	sur le plan matériel	sur le plan matériel	À l'inverse, sans cette présence citoyenne, beaucoup de personnes seraient certes aidées sur le plan matériel, mais resteraient terriblement seules.	Santé P4	Contrast material with emotional help.
N118	shared	Nuancer et comparer	only one element among others	un élément parmi d'autres	un élément parmi d'autres	La place de la viande n'est qu'un élément parmi d'autres dans cet équilibre.	Santé P6; Santé P22	De-emphasize one factor.
N119	response	Nuancer et comparer	a privilege for a minority	un privilège réservé à une minorité	un privilège réservé à une minorité	Enfin, parce qu'une alimentation de qualité ou produite de manière plus durable ne devrait pourtant pas devenir un privilège réservé à une minorité.	Santé P7	Strong inequality phrase.
N120	response	Nuancer et comparer	logic of punishment	une logique de punition	logique de punition	Enfin, parce que la prévention et l'éducation sont souvent plus efficaces qu'une simple logique de punition.	Santé P10	Criticize punitive-only policy.
N121	response	Santé	culinary culture has been lost	une culture culinaire qui s'est perdue	culture culinaire s'est perdue	En revanche, dans certains pays où la culture culinaire s'est perdue, les repas se résument souvent à des plats préparés sans grande qualité.	Santé P16	Contrast with decline.
